t	y	v	y_analytic	v_analytic
32.820000	518.759799	-15.138889	521.471159	-15.069284
32.830000	518.608411	-15.138889	521.320466	-15.069284
32.840000	518.457022	-15.138889	521.169773	-15.069284
32.850000	518.305633	-15.138889	521.019080	-15.069284
32.860000	518.154244	-15.138889	520.868387	-15.069284
32.870000	518.002855	-15.138889	520.717694	-15.069284
32.880000	517.851466	-15.138889	520.567001	-15.069284
32.890000	517.700077	-15.138889	520.416309	-15.069284
32.900000	517.548688	-15.138889	520.265616	-15.069284
32.910000	517.397299	-15.138889	520.114923	-15.069284
32.920000	517.245911	-15.138889	519.964230	-15.069284
32.930000	517.094522	-15.138889	519.813537	-15.069284
32.940000	516.943133	-15.138889	519.662844	-15.069284
32.950000	516.791744	-15.138889	519.512152	-15.069284
32.960000	516.640355	-15.138889	519.361459	-15.069284
32.970000	516.488966	-15.138889	519.210766	-15.069284
32.980000	516.337577	-15.138889	519.060073	-15.069284
32.990000	516.186188	-15.138889	518.909380	-15.069284
33.000000	516.034799	-15.138889	518.758687	-15.069284
33.010000	515.883411	-15.138889	518.607994	-15.069284
33.020000	515.732022	-15.138889	518.457302	-15.069284
33.030000	515.580633	-15.138889	518.306609	-15.069284
33.040000	515.429244	-15.138889	518.155916	-15.069284
33.050000	515.277855	-15.138889	518.005223	-15.069284
33.060000	515.126466	-15.138889	517.854530	-15.069284
33.070000	514.975077	-15.138889	517.703837	-15.069284
33.080000	514.823688	-15.138889	517.553145	-15.069284
33.090000	514.672299	-15.138889	517.402452	-15.069284
33.100000	514.520911	-15.138889	517.251759	-15.069284
33.110000	514.369522	-15.138889	517.101066	-15.069284
33.120000	514.218133	-15.138889	516.950373	-15.069284
33.130000	514.066744	-15.138889	516.799680	-15.069284
33.140000	513.915355	-15.138889	516.648988	-15.069284
33.150000	513.763966	-15.138889	516.498295	-15.069284
33.160000	513.612577	-15.138889	516.347602	-15.069284
33.170000	513.461188	-15.138889	516.196909	-15.069284
33.180000	513.309799	-15.138889	516.046216	-15.069284
33.190000	513.158411	-15.138889	515.895523	-15.069284
33.200000	513.007022	-15.138889	515.744830	-15.069284
33.210000	512.855633	-15.138889	515.594138	-15.069284
33.220000	512.704244	-15.138889	515.443445	-15.069284
33.230000	512.552855	-15.138889	515.292752	-15.069284
33.240000	512.401466	-15.138889	515.142059	-15.069284
33.250000	512.250077	-15.138889	514.991366	-15.069284
33.260000	512.098688	-15.138889	514.840673	-15.069284
33.270000	511.947299	-15.138889	514.689981	-15.069284
33.280000	511.795911	-15.138889	514.539288	-15.069284
33.290000	511.644522	-15.138889	514.388595	-15.069284
33.300000	511.493133	-15.138889	514.237902	-15.069284
33.310000	511.341744	-15.138889	514.087209	-15.069284
33.320000	511.190355	-15.138889	513.936516	-15.069284
33.330000	511.038966	-15.138889	513.785823	-15.069284
33.340000	510.887577	-15.138889	513.635131	-15.069284
33.350000	510.736188	-15.138889	513.484438	-15.069284
33.360000	510.584799	-15.138889	513.333745	-15.069284
33.370000	510.433411	-15.138889	513.183052	-15.069284
33.380000	510.282022	-15.138889	513.032359	-15.069284
33.390000	510.130633	-15.138889	512.881666	-15.069284
33.400000	509.979244	-15.138889	512.730974	-15.069284
33.410000	509.827855	-15.138889	512.580281	-15.069284
33.420000	509.676466	-15.138889	512.429588	-15.069284
33.430000	509.525077	-15.138889	512.278895	-15.069284
33.440000	509.373688	-15.138889	512.128202	-15.069284
33.450000	509.222299	-15.138889	511.977509	-15.069284
33.460000	509.070911	-15.138889	511.826816	-15.069284
33.470000	508.919522	-15.138889	511.676124	-15.069284
33.480000	508.768133	-15.138889	511.525431	-15.069284
33.490000	508.616744	-15.138889	511.374738	-15.069284
33.500000	508.465355	-15.138889	511.224045	-15.069284
33.510000	508.313966	-15.138889	511.073352	-15.069284
33.520000	508.162577	-15.138889	510.922659	-15.069284
33.530000	508.011188	-15.138889	510.771967	-15.069284
33.540000	507.859799	-15.138889	510.621274	-15.069284
33.550000	507.708411	-15.138889	510.470581	-15.069284
33.560000	507.557022	-15.138889	510.319888	-15.069284
33.570000	507.405633	-15.138889	510.169195	-15.069284
33.580000	507.254244	-15.138889	510.018502	-15.069284
33.590000	507.102855	-15.138889	509.867810	-15.069284
33.600000	506.951466	-15.138889	509.717117	-15.069284
33.610000	506.800077	-15.138889	509.566424	-15.069284
33.620000	506.648688	-15.138889	509.415731	-15.069284
33.630000	506.497299	-15.138889	509.265038	-15.069284
33.640000	506.345911	-15.138889	509.114345	-15.069284
33.650000	506.194522	-15.138889	508.963652	-15.069284
33.660000	506.043133	-15.138889	508.812960	-15.069284
33.670000	505.891744	-15.138889	508.662267	-15.069284
33.680000	505.740355	-15.138889	508.511574	-15.069284
33.690000	505.588966	-15.138889	508.360881	-15.069284
33.700000	505.437577	-15.138889	508.210188	-15.069284
33.710000	505.286188	-15.138889	508.059495	-15.069284
33.720000	505.134799	-15.138889	507.908803	-15.069284
33.730000	504.983411	-15.138889	507.758110	-15.069284
33.740000	504.832022	-15.138889	507.607417	-15.069284
33.750000	504.680633	-15.138889	507.456724	-15.069284
33.760000	504.529244	-15.138889	507.306031	-15.069284
33.770000	504.377855	-15.138889	507.155338	-15.069284
33.780000	504.226466	-15.138889	507.004645	-15.069284
33.790000	504.075077	-15.138889	506.853953	-15.069284
33.800000	503.923688	-15.138889	506.703260	-15.069284
33.810000	503.772299	-15.138889	506.552567	-15.069284
33.820000	503.620911	-15.138889	506.401874	-15.069284
33.830000	503.469522	-15.138889	506.251181	-15.069284
33.840000	503.318133	-15.138889	506.100488	-15.069284
33.850000	503.166744	-15.138889	505.949796	-15.069284
33.860000	503.015355	-15.138889	505.799103	-15.069284
33.870000	502.863966	-15.138889	505.648410	-15.069284
33.880000	502.712577	-15.138889	505.497717	-15.069284
33.890000	502.561188	-15.138889	505.347024	-15.069284
33.900000	502.409799	-15.138889	505.196331	-15.069284
33.910000	502.258411	-15.138889	505.045638	-15.069284
33.920000	502.107022	-15.138889	504.894946	-15.069284
33.930000	501.955633	-15.138889	504.744253	-15.069284
33.940000	501.804244	-15.138889	504.593560	-15.069284
33.950000	501.652855	-15.138889	504.442867	-15.069284
33.960000	501.501466	-15.138889	504.292174	-15.069284
33.970000	501.350077	-15.138889	504.141481	-15.069284
33.980000	501.198688	-15.138889	503.990789	-15.069284
33.990000	501.047299	-15.138889	503.840096	-15.069284
34.000000	500.895911	-15.138889	503.689403	-15.069284
34.010000	500.744522	-15.138889	503.538710	-15.069284
34.020000	500.593133	-15.138889	503.388017	-15.069284
34.030000	500.441744	-15.138889	503.237324	-15.069284
34.040000	500.290355	-15.138889	503.086632	-15.069284
34.050000	500.138966	-15.138889	502.935939	-15.069284
34.060000	499.987577	-15.138889	502.785246	-15.069284
34.070000	499.836188	-15.138889	502.634553	-15.069284
34.080000	499.684799	-15.138889	502.483860	-15.069284
34.090000	499.533411	-15.138889	502.333167	-15.069284
34.100000	499.382022	-15.138889	502.182474	-15.069284
34.110000	499.230633	-15.138889	502.031782	-15.069284
34.120000	499.079244	-15.138889	501.881089	-15.069284
34.130000	498.927855	-15.138889	501.730396	-15.069284
34.140000	498.776466	-15.138889	501.579703	-15.069284
34.150000	498.625077	-15.138889	501.429010	-15.069284
34.160000	498.473688	-15.138889	501.278317	-15.069284
34.170000	498.322299	-15.138889	501.127625	-15.069284
34.180000	498.170911	-15.138889	500.976932	-15.069284
34.190000	498.019522	-15.138889	500.826239	-15.069284
34.200000	497.868133	-15.138889	500.675546	-15.069284
34.210000	497.716744	-15.138889	500.524853	-15.069284
34.220000	497.565355	-15.138889	500.374160	-15.069284
34.230000	497.413966	-15.138889	500.223467	-15.069284
34.240000	497.262577	-15.138889	500.072775	-15.069284
34.250000	497.111188	-15.138889	499.922082	-15.069284
34.260000	496.959799	-15.138889	499.771389	-15.069284
34.270000	496.808411	-15.138889	499.620696	-15.069284
34.280000	496.657022	-15.138889	499.470003	-15.069284
34.290000	496.505633	-15.138889	499.319310	-15.069284
34.300000	496.354244	-15.138889	499.168618	-15.069284
34.310000	496.202855	-15.138889	499.017925	-15.069284
34.320000	496.051466	-15.138889	498.867232	-15.069284
34.330000	495.900077	-15.138889	498.716539	-15.069284
34.340000	495.748688	-15.138889	498.565846	-15.069284
34.350000	495.597299	-15.138889	498.415153	-15.069284
34.360000	495.445911	-15.138889	498.264460	-15.069284
34.370000	495.294522	-15.138889	498.113768	-15.069284
34.380000	495.143133	-15.138889	497.963075	-15.069284
34.390000	494.991744	-15.138889	497.812382	-15.069284
34.400000	494.840355	-15.138889	497.661689	-15.069284
34.410000	494.688966	-15.138889	497.510996	-15.069284
34.420000	494.537577	-15.138889	497.360303	-15.069284
34.430000	494.386188	-15.138889	497.209611	-15.069284
34.440000	494.234799	-15.138889	497.058918	-15.069284
34.450000	494.083411	-15.138889	496.908225	-15.069284
34.460000	493.932022	-15.138889	496.757532	-15.069284
34.470000	493.780633	-15.138889	496.606839	-15.069284
34.480000	493.629244	-15.138889	496.456146	-15.069284
34.490000	493.477855	-15.138889	496.305454	-15.069284
34.500000	493.326466	-15.138889	496.154761	-15.069284
34.510000	493.175077	-15.138889	496.004068	-15.069284
34.520000	493.023688	-15.138889	495.853375	-15.069284
34.530000	492.872299	-15.138889	495.702682	-15.069284
34.540000	492.720911	-15.138889	495.551989	-15.069284
34.550000	492.569522	-15.138889	495.401296	-15.069284
34.560000	492.418133	-15.138889	495.250604	-15.069284
34.570000	492.266744	-15.138889	495.099911	-15.069284
34.580000	492.115355	-15.138889	494.949218	-15.069284
34.590000	491.963966	-15.138889	494.798525	-15.069284
34.600000	491.812577	-15.138889	494.647832	-15.069284
34.610000	491.661188	-15.138889	494.497139	-15.069284
34.620000	491.509799	-15.138889	494.346447	-15.069284
34.630000	491.358411	-15.138889	494.195754	-15.069284
34.640000	491.207022	-15.138889	494.045061	-15.069284
34.650000	491.055633	-15.138889	493.894368	-15.069284
34.660000	490.904244	-15.138889	493.743675	-15.069284
34.670000	490.752855	-15.138889	493.592982	-15.069284
34.680000	490.601466	-15.138889	493.442289	-15.069284
34.690000	490.450077	-15.138889	493.291597	-15.069284
34.700000	490.298688	-15.138889	493.140904	-15.069284
34.710000	490.147299	-15.138889	492.990211	-15.069284
34.720000	489.995911	-15.138889	492.839518	-15.069284
34.730000	489.844522	-15.138889	492.688825	-15.069284
34.740000	489.693133	-15.138889	492.538132	-15.069284
34.750000	489.541744	-15.138889	492.387440	-15.069284
34.760000	489.390355	-15.138889	492.236747	-15.069284
34.770000	489.238966	-15.138889	492.086054	-15.069284
34.780000	489.087577	-15.138889	491.935361	-15.069284
34.790000	488.936188	-15.138889	491.784668	-15.069284
34.800000	488.784799	-15.138889	491.633975	-15.069284
34.810000	488.633411	-15.138889	491.483282	-15.069284
34.820000	488.482022	-15.138889	491.332590	-15.069284
34.830000	488.330633	-15.138889	491.181897	-15.069284
34.840000	488.179244	-15.138889	491.031204	-15.069284
34.850000	488.027855	-15.138889	490.880511	-15.069284
34.860000	487.876466	-15.138889	490.729818	-15.069284
34.870000	487.725077	-15.138889	490.579125	-15.069284
34.880000	487.573688	-15.138889	490.428433	-15.069284
34.890000	487.422299	-15.138889	490.277740	-15.069284
34.900000	487.270911	-15.138889	490.127047	-15.069284
34.910000	487.119522	-15.138889	489.976354	-15.069284
34.920000	486.968133	-15.138889	489.825661	-15.069284
34.930000	486.816744	-15.138889	489.674968	-15.069284
34.940000	486.665355	-15.138889	489.524276	-15.069284
34.950000	486.513966	-15.138889	489.373583	-15.069284
34.960000	486.362577	-15.138889	489.222890	-15.069284
34.970000	486.211188	-15.138889	489.072197	-15.069284
34.980000	486.059799	-15.138889	488.921504	-15.069284
34.990000	485.908411	-15.138889	488.770811	-15.069284
35.000000	485.757022	-15.138889	488.620118	-15.069284
35.010000	485.605633	-15.138889	488.469426	-15.069284
35.020000	485.454244	-15.138889	488.318733	-15.069284
35.030000	485.302855	-15.138889	488.168040	-15.069284
35.040000	485.151466	-15.138889	488.017347	-15.069284
35.050000	485.000077	-15.138889	487.866654	-15.069284
35.060000	484.848688	-15.138889	487.715961	-15.069284
35.070000	484.697299	-15.138889	487.565269	-15.069284
35.080000	484.545911	-15.138889	487.414576	-15.069284
35.090000	484.394522	-15.138889	487.263883	-15.069284
35.100000	484.243133	-15.138889	487.113190	-15.069284
35.110000	484.091744	-15.138889	486.962497	-15.069284
35.120000	483.940355	-15.138889	486.811804	-15.069284
35.130000	483.788966	-15.138889	486.661111	-15.069284
35.140000	483.637577	-15.138889	486.510419	-15.069284
35.150000	483.486188	-15.138889	486.359726	-15.069284
35.160000	483.334799	-15.138889	486.209033	-15.069284
35.170000	483.183411	-15.138889	486.058340	-15.069284
35.180000	483.032022	-15.138889	485.907647	-15.069284
35.190000	482.880633	-15.138889	485.756954	-15.069284
35.200000	482.729244	-15.138889	485.606262	-15.069284
35.210000	482.577855	-15.138889	485.455569	-15.069284
35.220000	482.426466	-15.138889	485.304876	-15.069284
35.230000	482.275077	-15.138889	485.154183	-15.069284
35.240000	482.123688	-15.138889	485.003490	-15.069284
35.250000	481.972299	-15.138889	484.852797	-15.069284
35.260000	481.820911	-15.138889	484.702105	-15.069284
35.270000	481.669522	-15.138889	484.551412	-15.069284
35.280000	481.518133	-15.138889	484.400719	-15.069284
35.290000	481.366744	-15.138889	484.250026	-15.069284
35.300000	481.215355	-15.138889	484.099333	-15.069284
35.310000	481.063966	-15.138889	483.948640	-15.069284
35.320000	480.912577	-15.138889	483.797947	-15.069284
35.330000	480.761188	-15.138889	483.647255	-15.069284
35.340000	480.609799	-15.138889	483.496562	-15.069284
35.350000	480.458411	-15.138889	483.345869	-15.069284
35.360000	480.307022	-15.138889	483.195176	-15.069284
35.370000	480.155633	-15.138889	483.044483	-15.069284
35.380000	480.004244	-15.138889	482.893790	-15.069284
35.390000	479.852855	-15.138889	482.743098	-15.069284
35.400000	479.701466	-15.138889	482.592405	-15.069284
35.410000	479.550077	-15.138889	482.441712	-15.069284
35.420000	479.398688	-15.138889	482.291019	-15.069284
35.430000	479.247299	-15.138889	482.140326	-15.069284
35.440000	479.095911	-15.138889	481.989633	-15.069284
35.450000	478.944522	-15.138889	481.838940	-15.069284
35.460000	478.793133	-15.138889	481.688248	-15.069284
35.470000	478.641744	-15.138889	481.537555	-15.069284
35.480000	478.490355	-15.138889	481.386862	-15.069284
35.490000	478.338966	-15.138889	481.236169	-15.069284
35.500000	478.187577	-15.138889	481.085476	-15.069284
35.510000	478.036188	-15.138889	480.934783	-15.069284
35.520000	477.884799	-15.138889	480.784091	-15.069284
35.530000	477.733411	-15.138889	480.633398	-15.069284
35.540000	477.582022	-15.138889	480.482705	-15.069284
35.550000	477.430633	-15.138889	480.332012	-15.069284
35.560000	477.279244	-15.138889	480.181319	-15.069284
35.570000	477.127855	-15.138889	480.030626	-15.069284
35.580000	476.976466	-15.138889	479.879933	-15.069284
35.590000	476.825077	-15.138889	479.729241	-15.069284
35.600000	476.673688	-15.138889	479.578548	-15.069284
35.610000	476.522299	-15.138889	479.427855	-15.069284
35.620000	476.370911	-15.138889	479.277162	-15.069284
35.630000	476.219522	-15.138889	479.126469	-15.069284
35.640000	476.068133	-15.138889	478.975776	-15.069284
35.650000	475.916744	-15.138889	478.825084	-15.069284
35.660000	475.765355	-15.138889	478.674391	-15.069284
35.670000	475.613966	-15.138889	478.523698	-15.069284
35.680000	475.462577	-15.138889	478.373005	-15.069284
35.690000	475.311188	-15.138889	478.222312	-15.069284
35.700000	475.159799	-15.138889	478.071619	-15.069284
35.710000	475.008411	-15.138889	477.920927	-15.069284
35.720000	474.857022	-15.138889	477.770234	-15.069284
35.730000	474.705633	-15.138889	477.619541	-15.069284
35.740000	474.554244	-15.138889	477.468848	-15.069284
35.750000	474.402855	-15.138889	477.318155	-15.069284
35.760000	474.251466	-15.138889	477.167462	-15.069284
35.770000	474.100077	-15.138889	477.016769	-15.069284
35.780000	473.948688	-15.138889	476.866077	-15.069284
35.790000	473.797299	-15.138889	476.715384	-15.069284
35.800000	473.645911	-15.138889	476.564691	-15.069284
35.810000	473.494522	-15.138889	476.413998	-15.069284
35.820000	473.343133	-15.138889	476.263305	-15.069284
35.830000	473.191744	-15.138889	476.112612	-15.069284
35.840000	473.040355	-15.138889	475.961920	-15.069284
35.850000	472.888966	-15.138889	475.811227	-15.069284
35.860000	472.737577	-15.138889	475.660534	-15.069284
35.870000	472.586188	-15.138889	475.509841	-15.069284
35.880000	472.434799	-15.138889	475.359148	-15.069284
35.890000	472.283411	-15.138889	475.208455	-15.069284
35.900000	472.132022	-15.138889	475.057762	-15.069284
35.910000	471.980633	-15.138889	474.907070	-15.069284
35.920000	471.829244	-15.138889	474.756377	-15.069284
35.930000	471.677855	-15.138889	474.605684	-15.069284
35.940000	471.526466	-15.138889	474.454991	-15.069284
35.950000	471.375077	-15.138889	474.304298	-15.069284
35.960000	471.223688	-15.138889	474.153605	-15.069284
35.970000	471.072299	-15.138889	474.002913	-15.069284
35.980000	470.920911	-15.138889	473.852220	-15.069284
35.990000	470.769522	-15.138889	473.701527	-15.069284
36.000000	470.618133	-15.138889	473.550834	-15.069284
36.010000	470.466744	-15.138889	473.400141	-15.069284
36.020000	470.315355	-15.138889	473.249448	-15.069284
36.030000	470.163966	-15.138889	473.098755	-15.069284
36.040000	470.012577	-15.138889	472.948063	-15.069284
36.050000	469.861188	-15.138889	472.797370	-15.069284
36.060000	469.709799	-15.138889	472.646677	-15.069284
36.070000	469.558411	-15.138889	472.495984	-15.069284
36.080000	469.407022	-15.138889	472.345291	-15.069284
36.090000	469.255633	-15.138889	472.194598	-15.069284
36.100000	469.104244	-15.138889	472.043906	-15.069284
36.110000	468.952855	-15.138889	471.893213	-15.069284
36.120000	468.801466	-15.138889	471.742520	-15.069284
36.130000	468.650077	-15.138889	471.591827	-15.069284
36.140000	468.498688	-15.138889	471.441134	-15.069284
36.150000	468.347299	-15.138889	471.290441	-15.069284
36.160000	468.195911	-15.138889	471.139749	-15.069284
36.170000	468.044522	-15.138889	470.989056	-15.069284
36.180000	467.893133	-15.138889	470.838363	-15.069284
36.190000	467.741744	-15.138889	470.687670	-15.069284
36.200000	467.590355	-15.138889	470.536977	-15.069284
36.210000	467.438966	-15.138889	470.386284	-15.069284
36.220000	467.287577	-15.138889	470.235591	-15.069284
36.230000	467.136188	-15.138889	470.084899	-15.069284
36.240000	466.984799	-15.138889	469.934206	-15.069284
36.250000	466.833411	-15.138889	469.783513	-15.069284
36.260000	466.682022	-15.138889	469.632820	-15.069284
36.270000	466.530633	-15.138889	469.482127	-15.069284
36.280000	466.379244	-15.138889	469.331434	-15.069284
36.290000	466.227855	-15.138889	469.180742	-15.069284
36.300000	466.076466	-15.138889	469.030049	-15.069284
36.310000	465.925077	-15.138889	468.879356	-15.069284
36.320000	465.773688	-15.138889	468.728663	-15.069284
36.330000	465.622299	-15.138889	468.577970	-15.069284
36.340000	465.470911	-15.138889	468.427277	-15.069284
36.350000	465.319522	-15.138889	468.276584	-15.069284
36.360000	465.168133	-15.138889	468.125892	-15.069284
36.370000	465.016744	-15.138889	467.975199	-15.069284
36.380000	464.865355	-15.138889	467.824506	-15.069284
36.390000	464.713966	-15.138889	467.673813	-15.069284
36.400000	464.562577	-15.138889	467.523120	-15.069284
36.410000	464.411188	-15.138889	467.372427	-15.069284
36.420000	464.259799	-15.138889	467.221735	-15.069284
36.430000	464.108411	-15.138889	467.071042	-15.069284
36.440000	463.957022	-15.138889	466.920349	-15.069284
36.450000	463.805633	-15.138889	466.769656	-15.069284
36.460000	463.654244	-15.138889	466.618963	-15.069284
36.470000	463.502855	-15.138889	466.468270	-15.069284
36.480000	463.351466	-15.138889	466.317577	-15.069284
36.490000	463.200077	-15.138889	466.166885	-15.069284
36.500000	463.048688	-15.138889	466.016192	-15.069284
36.510000	462.897299	-15.138889	465.865499	-15.069284
36.520000	462.745911	-15.138889	465.714806	-15.069284
36.530000	462.594522	-15.138889	465.564113	-15.069284
36.540000	462.443133	-15.138889	465.413420	-15.069284
36.550000	462.291744	-15.138889	465.262728	-15.069284
36.560000	462.140355	-15.138889	465.112035	-15.069284
36.570000	461.988966	-15.138889	464.961342	-15.069284
36.580000	461.837577	-15.138889	464.810649	-15.069284
36.590000	461.686188	-15.138889	464.659956	-15.069284
36.600000	461.534799	-15.138889	464.509263	-15.069284
36.610000	461.383411	-15.138889	464.358571	-15.069284
36.620000	461.232022	-15.138889	464.207878	-15.069284
36.630000	461.080633	-15.138889	464.057185	-15.069284
36.640000	460.929244	-15.138889	463.906492	-15.069284
36.650000	460.777855	-15.138889	463.755799	-15.069284
36.660000	460.626466	-15.138889	463.605106	-15.069284
36.670000	460.475077	-15.138889	463.454413	-15.069284
36.680000	460.323688	-15.138889	463.303721	-15.069284
36.690000	460.172299	-15.138889	463.153028	-15.069284
36.700000	460.020911	-15.138889	463.002335	-15.069284
36.710000	459.869522	-15.138889	462.851642	-15.069284
36.720000	459.718133	-15.138889	462.700949	-15.069284
36.730000	459.566744	-15.138889	462.550256	-15.069284
36.740000	459.415355	-15.138889	462.399564	-15.069284
36.750000	459.263966	-15.138889	462.248871	-15.069284
36.760000	459.112577	-15.138889	462.098178	-15.069284
36.770000	458.961188	-15.138889	461.947485	-15.069284
36.780000	458.809799	-15.138889	461.796792	-15.069284
36.790000	458.658411	-15.138889	461.646099	-15.069284
36.800000	458.507022	-15.138889	461.495406	-15.069284
36.810000	458.355633	-15.138889	461.344714	-15.069284
36.820000	458.204244	-15.138889	461.194021	-15.069284
36.830000	458.052855	-15.138889	461.043328	-15.069284
36.840000	457.901466	-15.138889	460.892635	-15.069284
36.850000	457.750077	-15.138889	460.741942	-15.069284
36.860000	457.598688	-15.138889	460.591249	-15.069284
36.870000	457.447299	-15.138889	460.440557	-15.069284
36.880000	457.295911	-15.138889	460.289864	-15.069284
36.890000	457.144522	-15.138889	460.139171	-15.069284
36.900000	456.993133	-15.138889	459.988478	-15.069284
36.910000	456.841744	-15.138889	459.837785	-15.069284
36.920000	456.690355	-15.138889	459.687092	-15.069284
36.930000	456.538966	-15.138889	459.536400	-15.069284
36.940000	456.387577	-15.138889	459.385707	-15.069284
36.950000	456.236188	-15.138889	459.235014	-15.069284
36.960000	456.084799	-15.138889	459.084321	-15.069284
36.970000	455.933411	-15.138889	458.933628	-15.069284
36.980000	455.782022	-15.138889	458.782935	-15.069284
36.990000	455.630633	-15.138889	458.632242	-15.069284
37.000000	455.479244	-15.138889	458.481550	-15.069284
37.010000	455.327855	-15.138889	458.330857	-15.069284
37.020000	455.176466	-15.138889	458.180164	-15.069284
37.030000	455.025077	-15.138889	458.029471	-15.069284
37.040000	454.873688	-15.138889	457.878778	-15.069284
37.050000	454.722299	-15.138889	457.728085	-15.069284
37.060000	454.570911	-15.138889	457.577393	-15.069284
37.070000	454.419522	-15.138889	457.426700	-15.069284
37.080000	454.268133	-15.138889	457.276007	-15.069284
37.090000	454.116744	-15.138889	457.125314	-15.069284
37.100000	453.965355	-15.138889	456.974621	-15.069284
37.110000	453.813966	-15.138889	456.823928	-15.069284
37.120000	453.662577	-15.138889	456.673235	-15.069284
37.130000	453.511188	-15.138889	456.522543	-15.069284
37.140000	453.359799	-15.138889	456.371850	-15.069284
37.150000	453.208411	-15.138889	456.221157	-15.069284
37.160000	453.057022	-15.138889	456.070464	-15.069284
37.170000	452.905633	-15.138889	455.919771	-15.069284
37.180000	452.754244	-15.138889	455.769078	-15.069284
37.190000	452.602855	-15.138889	455.618386	-15.069284
37.200000	452.451466	-15.138889	455.467693	-15.069284
37.210000	452.300077	-15.138889	455.317000	-15.069284
37.220000	452.148688	-15.138889	455.166307	-15.069284
37.230000	451.997299	-15.138889	455.015614	-15.069284
37.240000	451.845911	-15.138889	454.864921	-15.069284
37.250000	451.694522	-15.138889	454.714228	-15.069284
37.260000	451.543133	-15.138889	454.563536	-15.069284
37.270000	451.391744	-15.138889	454.412843	-15.069284
37.280000	451.240355	-15.138889	454.262150	-15.069284
37.290000	451.088966	-15.138889	454.111457	-15.069284
37.300000	450.937577	-15.138889	453.960764	-15.069284
37.310000	450.786188	-15.138889	453.810071	-15.069284
37.320000	450.634799	-15.138889	453.659379	-15.069284
37.330000	450.483411	-15.138889	453.508686	-15.069284
37.340000	450.332022	-15.138889	453.357993	-15.069284
37.350000	450.180633	-15.138889	453.207300	-15.069284
37.360000	450.029244	-15.138889	453.056607	-15.069284
37.370000	449.877855	-15.138889	452.905914	-15.069284
37.380000	449.726466	-15.138889	452.755222	-15.069284
37.390000	449.575077	-15.138889	452.604529	-15.069284
37.400000	449.423688	-15.138889	452.453836	-15.069284
37.410000	449.272299	-15.138889	452.303143	-15.069284
37.420000	449.120911	-15.138889	452.152450	-15.069284
37.430000	448.969522	-15.138889	452.001757	-15.069284
37.440000	448.818133	-15.138889	451.851064	-15.069284
37.450000	448.666744	-15.138889	451.700372	-15.069284
37.460000	448.515355	-15.138889	451.549679	-15.069284
37.470000	448.363966	-15.138889	451.398986	-15.069284
37.480000	448.212577	-15.138889	451.248293	-15.069284
37.490000	448.061188	-15.138889	451.097600	-15.069284
37.500000	447.909799	-15.138889	450.946907	-15.069284
37.510000	447.758411	-15.138889	450.796215	-15.069284
37.520000	447.607022	-15.138889	450.645522	-15.069284
37.530000	447.455633	-15.138889	450.494829	-15.069284
37.540000	447.304244	-15.138889	450.344136	-15.069284
37.550000	447.152855	-15.138889	450.193443	-15.069284
37.560000	447.001466	-15.138889	450.042750	-15.069284
37.570000	446.850077	-15.138889	449.892057	-15.069284
37.580000	446.698688	-15.138889	449.741365	-15.069284
37.590000	446.547299	-15.138889	449.590672	-15.069284
37.600000	446.395911	-15.138889	449.439979	-15.069284
37.610000	446.244522	-15.138889	449.289286	-15.069284
37.620000	446.093133	-15.138889	449.138593	-15.069284
37.630000	445.941744	-15.138889	448.987900	-15.069284
37.640000	445.790355	-15.138889	448.837208	-15.069284
37.650000	445.638966	-15.138889	448.686515	-15.069284
37.660000	445.487577	-15.138889	448.535822	-15.069284
37.670000	445.336188	-15.138889	448.385129	-15.069284
37.680000	445.184799	-15.138889	448.234436	-15.069284
37.690000	445.033411	-15.138889	448.083743	-15.069284
37.700000	444.882022	-15.138889	447.933050	-15.069284
37.710000	444.730633	-15.138889	447.782358	-15.069284
37.720000	444.579244	-15.138889	447.631665	-15.069284
37.730000	444.427855	-15.138889	447.480972	-15.069284
37.740000	444.276466	-15.138889	447.330279	-15.069284
37.750000	444.125077	-15.138889	447.179586	-15.069284
37.760000	443.973688	-15.138889	447.028893	-15.069284
37.770000	443.822299	-15.138889	446.878201	-15.069284
37.780000	443.670911	-15.138889	446.727508	-15.069284
37.790000	443.519522	-15.138889	446.576815	-15.069284
37.800000	443.368133	-15.138889	446.426122	-15.069284
37.810000	443.216744	-15.138889	446.275429	-15.069284
37.820000	443.065355	-15.138889	446.124736	-15.069284
37.830000	442.913966	-15.138889	445.974044	-15.069284
37.840000	442.762577	-15.138889	445.823351	-15.069284
37.850000	442.611188	-15.138889	445.672658	-15.069284
37.860000	442.459799	-15.138889	445.521965	-15.069284
37.870000	442.308411	-15.138889	445.371272	-15.069284
37.880000	442.157022	-15.138889	445.220579	-15.069284
37.890000	442.005633	-15.138889	445.069886	-15.069284
37.900000	441.854244	-15.138889	444.919194	-15.069284
37.910000	441.702855	-15.138889	444.768501	-15.069284
37.920000	441.551466	-15.138889	444.617808	-15.069284
37.930000	441.400077	-15.138889	444.467115	-15.069284
37.940000	441.248688	-15.138889	444.316422	-15.069284
37.950000	441.097299	-15.138889	444.165729	-15.069284
37.960000	440.945911	-15.138889	444.015037	-15.069284
37.970000	440.794522	-15.138889	443.864344	-15.069284
37.980000	440.643133	-15.138889	443.713651	-15.069284
