time	x	y	v_x	v_y
545640.000000	-2405864087.816383	3790070744.890945	-4366.205455	6903.227677	19077556.527435
545700.000000	-2406126060.124497	3790484938.521385	-4366.204816	6903.226671	19077550.947433
545760.000000	-2406388032.394289	3790899132.091455	-4366.204177	6903.225665	19077545.368651
545820.000000	-2406650004.625768	3791313325.601167	-4366.203539	6903.224659	19077539.791090
545880.000000	-2406911976.818941	3791727519.050535	-4366.202900	6903.223653	19077534.214748
545940.000000	-2407173948.973818	3792141712.439573	-4366.202262	6903.222648	19077528.639625
546000.000000	-2407435921.090406	3792555905.768292	-4366.201624	6903.221643	19077523.065722
546060.000000	-2407697893.168714	3792970099.036708	-4366.200986	6903.220638	19077517.493036
546120.000000	-2407959865.208751	3793384292.244832	-4366.200348	6903.219633	19077511.921569
546180.000000	-2408221837.210524	3793798485.392677	-4366.199711	6903.218629	19077506.351319
546240.000000	-2408483809.174042	3794212678.480258	-4366.199073	6903.217624	19077500.782287
546300.000000	-2408745781.099314	3794626871.507587	-4366.198436	6903.216620	19077495.214472
546360.000000	-2409007752.986347	3795041064.474676	-4366.197799	6903.215616	19077489.647873
546420.000000	-2409269724.835150	3795455257.381540	-4366.197162	6903.214613	19077484.082490
546480.000000	-2409531696.645731	3795869450.228192	-4366.196525	6903.213609	19077478.518322
546540.000000	-2409793668.418100	3796283643.014644	-4366.195888	6903.212606	19077472.955370
546600.000000	-2410055640.152263	3796697835.740909	-4366.195251	6903.211603	19077467.393633
546660.000000	-2410317611.848230	3797112028.407002	-4366.194615	6903.210600	19077461.833111
546720.000000	-2410579583.506009	3797526221.012934	-4366.193978	6903.209598	19077456.273802
546780.000000	-2410841555.125608	3797940413.558719	-4366.193342	6903.208595	19077450.715707
546840.000000	-2411103526.707035	3798354606.044370	-4366.192706	6903.207593	19077445.158825
546900.000000	-2411365498.250299	3798768798.469900	-4366.192070	6903.206591	19077439.603157
546960.000000	-2411627469.755407	3799182990.835323	-4366.191434	6903.205590	19077434.048700
547020.000000	-2411889441.222370	3799597183.140651	-4366.190798	6903.204588	19077428.495456
547080.000000	-2412151412.651194	3800011375.385897	-4366.190163	6903.203587	19077422.943424
547140.000000	-2412413384.041888	3800425567.571075	-4366.189527	6903.202586	19077417.392602
547200.000000	-2412675355.394460	3800839759.696198	-4366.188892	6903.201585	19077411.842992
547260.000000	-2412937326.708919	3801253951.761278	-4366.188257	6903.200584	19077406.294592
547320.000000	-2413199297.985273	3801668143.766328	-4366.187622	6903.199584	19077400.747403
547380.000000	-2413461269.223530	3802082335.711363	-4366.186987	6903.198584	19077395.201423
547440.000000	-2413723240.423699	3802496527.596394	-4366.186352	6903.197584	19077389.656652
547500.000000	-2413985211.585788	3802910719.421435	-4366.185718	6903.196584	19077384.113090
547560.000000	-2414247182.709805	3803324911.186499	-4366.185083	6903.195585	19077378.570737
547620.000000	-2414509153.795758	3803739102.891599	-4366.184449	6903.194585	19077373.029592
547680.000000	-2414771124.843656	3804153294.536748	-4366.183815	6903.193586	19077367.489654
547740.000000	-2415033095.853507	3804567486.121959	-4366.183181	6903.192587	19077361.950924
547800.000000	-2415295066.825319	3804981677.647245	-4366.182547	6903.191589	19077356.413401
547860.000000	-2415557037.759101	3805395869.112618	-4366.181913	6903.190590	19077350.877085
547920.000000	-2415819008.654861	3805810060.518094	-4366.181279	6903.189592	19077345.341974
547980.000000	-2416080979.512607	3806224251.863683	-4366.180646	6903.188594	19077339.808070
548040.000000	-2416342950.332347	3806638443.149399	-4366.180012	6903.187596	19077334.275370
548100.000000	-2416604921.114090	3807052634.375256	-4366.179379	6903.186599	19077328.743876
548160.000000	-2416866891.857844	3807466825.541265	-4366.178746	6903.185602	19077323.213586
548220.000000	-2417128862.563618	3807881016.647441	-4366.178113	6903.184604	19077317.684501
548280.000000	-2417390833.231419	3808295207.693796	-4366.177480	6903.183607	19077312.156619
548340.000000	-2417652803.861255	3808709398.680343	-4366.176848	6903.182611	19077306.629941
548400.000000	-2417914774.453136	3809123589.607095	-4366.176215	6903.181614	19077301.104465
548460.000000	-2418176745.007069	3809537780.474065	-4366.175583	6903.180618	19077295.580192
548520.000000	-2418438715.523063	3809951971.281266	-4366.174950	6903.179622	19077290.057122
548580.000000	-2418700686.001125	3810366162.028711	-4366.174318	6903.178626	19077284.535253
548640.000000	-2418962656.441264	3810780352.716414	-4366.173686	6903.177631	19077279.014586
548700.000000	-2419224626.843489	3811194543.344386	-4366.173054	6903.176635	19077273.495120
548760.000000	-2419486597.207807	3811608733.912641	-4366.172423	6903.175640	19077267.976854
548820.000000	-2419748567.534226	3812022924.421192	-4366.171791	6903.174645	19077262.459789
548880.000000	-2420010537.822756	3812437114.870052	-4366.171160	6903.173650	19077256.943923
548940.000000	-2420272508.073404	3812851305.259234	-4366.170528	6903.172656	19077251.429257
549000.000000	-2420534478.286179	3813265495.588750	-4366.169897	6903.171661	19077245.915790
549060.000000	-2420796448.461088	3813679685.858614	-4366.169266	6903.170667	19077240.403522
549120.000000	-2421058418.598140	3814093876.068839	-4366.168635	6903.169673	19077234.892452
549180.000000	-2421320388.697343	3814508066.219438	-4366.168005	6903.168680	19077229.382580
549240.000000	-2421582358.758706	3814922256.310422	-4366.167374	6903.167686	19077223.873905
549300.000000	-2421844328.782236	3815336446.341807	-4366.166744	6903.166693	19077218.366428
549360.000000	-2422106298.767942	3815750636.313603	-4366.166113	6903.165700	19077212.860147
549420.000000	-2422368268.715831	3816164826.225825	-4366.165483	6903.164707	19077207.355063
549480.000000	-2422630238.625914	3816579016.078486	-4366.164853	6903.163715	19077201.851175
549540.000000	-2422892208.498196	3816993205.871597	-4366.164223	6903.162722	19077196.348482
549600.000000	-2423154178.332687	3817407395.605172	-4366.163593	6903.161730	19077190.846984
549660.000000	-2423416148.129396	3817821585.279223	-4366.162964	6903.160738	19077185.346681
549720.000000	-2423678117.888329	3818235774.893765	-4366.162334	6903.159747	19077179.847573
549780.000000	-2423940087.609495	3818649964.448809	-4366.161705	6903.158755	19077174.349659
549840.000000	-2424202057.292903	3819064153.944369	-4366.161076	6903.157764	19077168.852938
549900.000000	-2424464026.938560	3819478343.380457	-4366.160446	6903.156773	19077163.357410
549960.000000	-2424725996.546475	3819892532.757086	-4366.159817	6903.155782	19077157.863076
550020.000000	-2424987966.116657	3820306722.074270	-4366.159189	6903.154791	19077152.369933
550080.000000	-2425249935.649112	3820720911.332021	-4366.158560	6903.153801	19077146.877983
550140.000000	-2425511905.143850	3821135100.530352	-4366.157931	6903.152810	19077141.387224
550200.000000	-2425773874.600878	3821549289.669276	-4366.157303	6903.151820	19077135.897657
550260.000000	-2426035844.020205	3821963478.748805	-4366.156675	6903.150831	19077130.409281
550320.000000	-2426297813.401839	3822377667.768952	-4366.156047	6903.149841	19077124.922095
550380.000000	-2426559782.745788	3822791856.729731	-4366.155418	6903.148852	19077119.436099
550440.000000	-2426821752.052060	3823206045.631154	-4366.154791	6903.147862	19077113.951293
550500.000000	-2427083721.320663	3823620234.473234	-4366.154163	6903.146874	19077108.467677
550560.000000	-2427345690.551606	3824034423.255984	-4366.153535	6903.145885	19077102.985249
550620.000000	-2427607659.744897	3824448611.979416	-4366.152908	6903.144896	19077097.504010
550680.000000	-2427869628.900544	3824862800.643544	-4366.152280	6903.143908	19077092.023959
550740.000000	-2428131598.018554	3825276989.248381	-4366.151653	6903.142920	19077086.545096
550800.000000	-2428393567.098937	3825691177.793938	-4366.151026	6903.141932	19077081.067420
550860.000000	-2428655536.141700	3826105366.280230	-4366.150399	6903.140944	19077075.590932
550920.000000	-2428917505.146852	3826519554.707268	-4366.149772	6903.139957	19077070.115630
550980.000000	-2429179474.114400	3826933743.075066	-4366.149146	6903.138970	19077064.641514
551040.000000	-2429441443.044354	3827347931.383636	-4366.148519	6903.137983	19077059.168584
551100.000000	-2429703411.936719	3827762119.632991	-4366.147893	6903.136996	19077053.696840
551160.000000	-2429965380.791506	3828176307.823145	-4366.147267	6903.136009	19077048.226281
551220.000000	-2430227349.608722	3828590495.954109	-4366.146641	6903.135023	19077042.756906
551280.000000	-2430489318.388376	3829004684.025897	-4366.146015	6903.134037	19077037.288716
551340.000000	-2430751287.130475	3829418872.038521	-4366.145389	6903.133051	19077031.821710
551400.000000	-2431013255.835027	3829833059.991994	-4366.144763	6903.132065	19077026.355887
551460.000000	-2431275224.502041	3830247247.886329	-4366.144137	6903.131080	19077020.891247
551520.000000	-2431537193.131525	3830661435.721539	-4366.143512	6903.130094	19077015.427791
551580.000000	-2431799161.723486	3831075623.497636	-4366.142887	6903.129109	19077009.965516
551640.000000	-2432061130.277934	3831489811.214633	-4366.142262	6903.128124	19077004.504424
551700.000000	-2432323098.794876	3831903998.872543	-4366.141637	6903.127140	19076999.044513
551760.000000	-2432585067.274320	3832318186.471379	-4366.141012	6903.126155	19076993.585784
551820.000000	-2432847035.716275	3832732374.011154	-4366.140387	6903.125171	19076988.128236
551880.000000	-2433109004.120748	3833146561.491879	-4366.139762	6903.124187	19076982.671868
551940.000000	-2433370972.487747	3833560748.913569	-4366.139138	6903.123203	19076977.216680
552000.000000	-2433632940.817281	3833974936.276235	-4366.138513	6903.122219	19076971.762671
552060.000000	-2433894909.109358	3834389123.579890	-4366.137889	6903.121236	19076966.309843
552120.000000	-2434156877.363986	3834803310.824548	-4366.137265	6903.120253	19076960.858193
552180.000000	-2434418845.581173	3835217498.010220	-4366.136641	6903.119270	19076955.407722
552240.000000	-2434680813.760926	3835631685.136920	-4366.136017	6903.118287	19076949.958428
552300.000000	-2434942781.903255	3836045872.204660	-4366.135394	6903.117304	19076944.510313
552360.000000	-2435204750.008167	3836460059.213454	-4366.134770	6903.116322	19076939.063375
552420.000000	-2435466718.075670	3836874246.163313	-4366.134147	6903.115340	19076933.617615
552480.000000	-2435728686.105773	3837288433.054250	-4366.133523	6903.114358	19076928.173030
552540.000000	-2435990654.098483	3837702619.886279	-4366.132900	6903.113376	19076922.729623
552600.000000	-2436252622.053809	3838116806.659411	-4366.132277	6903.112395	19076917.287391
552660.000000	-2436514589.971758	3838530993.373660	-4366.131654	6903.111414	19076911.846334
552720.000000	-2436776557.852339	3838945180.029038	-4366.131032	6903.110432	19076906.406453
552780.000000	-2437038525.695559	3839359366.625557	-4366.130409	6903.109452	19076900.967746
552840.000000	-2437300493.501427	3839773553.163232	-4366.129787	6903.108471	19076895.530214
552900.000000	-2437562461.269951	3840187739.642074	-4366.129164	6903.107490	19076890.093856
552960.000000	-2437824429.001139	3840601926.062095	-4366.128542	6903.106510	19076884.658672
553020.000000	-2438086396.694999	3841016112.423309	-4366.127920	6903.105530	19076879.224661
553080.000000	-2438348364.351539	3841430298.725729	-4366.127298	6903.104550	19076873.791822
553140.000000	-2438610331.970767	3841844484.969366	-4366.126676	6903.103571	19076868.360156
553200.000000	-2438872299.552691	3842258671.154233	-4366.126055	6903.102591	19076862.929662
553260.000000	-2439134267.097319	3842672857.280344	-4366.125433	6903.101612	19076857.500340
553320.000000	-2439396234.604660	3843087043.347710	-4366.124812	6903.100633	19076852.072190
553380.000000	-2439658202.074720	3843501229.356345	-4366.124190	6903.099655	19076846.645210
553440.000000	-2439920169.507509	3843915415.306262	-4366.123569	6903.098676	19076841.219401
553500.000000	-2440182136.903034	3844329601.197472	-4366.122948	6903.097698	19076835.794762
553560.000000	-2440444104.261303	3844743787.029988	-4366.122327	6903.096720	19076830.371293
